순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
235,세종특별자치시,세종특별자치시,송암사,세종시 쌍류송암길 215-0,역사관광,종교성지,100
236,세종특별자치시,세종특별자치시,쿵스롤러장세종점,세종시 나성남로 7-16,레저스포츠,육상레저스포츠,98
237,세종특별자치시,세종특별자치시,세종JOY탁구클럽나성점,세종시 나성로 125-10,레저스포츠,기타레저스포츠,96
238,세종특별자치시,세종특별자치시,덕천군사우,세종시 태산길 93-6,역사관광,역사유적지,95
239,세종특별자치시,세종특별자치시,쌍류리예술촌,세종시 쌍류예술촌길 22-0,기타관광,기타관광,93
240,세종특별자치시,세종특별자치시,아르떼공방,세종시 나성로 33-10,체험관광,공예체험,91
241,세종특별자치시,세종특별자치시,다정동저류지축구장,세종시,문화관광,레저스포츠시설,90
242,세종특별자치시,세종특별자치시,우리끼리 키즈카페 멜로디마을세종조치원점,세종시 세종로 2282-0,문화관광,테마공원,89
243,세종특별자치시,세종특별자치시,용운사,세종시 합강황금길 35-0,역사관광,종교성지,88
244,세종특별자치시,세종특별자치시,법성암,세종시 봉천길 34-38,역사관광,종교성지,87
244,세종특별자치시,세종특별자치시,전의면복합커뮤니티센터,세종시 운주산로 1276-0,문화관광,기타문화관광지,87
246,세종특별자치시,세종특별자치시,세종프로방스,세종시 소미길 17-11,쇼핑,쇼핑몰,86
246,세종특별자치시,세종특별자치시,청안사,세종시 가느실길 128-23,역사관광,종교성지,86
246,세종특별자치시,세종특별자치시,꽃길목공방,세종시 마음로 78-0,체험관광,공예체험,86
246,세종특별자치시,세종특별자치시,나무랄데없는목공방,세종시 아름서1길 13-4,체험관광,공예체험,86
250,세종특별자치시,세종특별자치시,한국여인생활사박물관,세종시 안터길 107-0,문화관광,전시시설,84
251,세종특별자치시,세종특별자치시,충광농원,세종시 등곡길 50-0,체험관광,농/산/어촌체험,83
252,세종특별자치시,세종특별자치시,전동면복합커뮤니티센터건축중(2022년12월준공예정),세종시 운주산로 386-0,문화관광,기타문화관광지,82
253,세종특별자치시,세종특별자치시,복싱마스터,세종시 보듬3로 154-0,레저스포츠,기타레저스포츠,79
254,세종특별자치시,세종특별자치시,충령탑,세종시,역사관광,역사유물,77
255,세종특별자치시,세종특별자치시,보덕리소류지,세종시,자연관광,자연경관(하천/해양),76
256,세종특별자치시,세종특별자치시,연화사,세종시 연화사길 28-1,역사관광,종교성지,75
256,세종특별자치시,세종특별자치시,메가박스세종청사,세종시 도움3로 19-0,문화관광,공연시설,75
258,세종특별자치시,세종특별자치시,세종패션타운,세종시 세종로 2085-0,쇼핑,대형마트,74
259,세종특별자치시,세종특별자치시,핏츠유,세종시 호려울로 51-0,레저스포츠,기타레저스포츠,72
259,세종특별자치시,세종특별자치시,이응다리물놀이시설,세종시,문화관광,테마공원,72
261,세종특별자치시,세종특별자치시,율산농원,세종시,체험관광,농/산/어촌체험,71
261,세종특별자치시,세종특별자치시,한솔뜰근린공원,세종시 노을3로 60-0,문화관광,도시공원,71
263,세종특별자치시,세종특별자치시,꽃밭에서,세종시,체험관광,농/산/어촌체험,70
263,세종특별자치시,세종특별자치시,관운정,세종시 매실로 78-22,레저스포츠,육상레저스포츠,70
265,세종특별자치시,세종특별자치시,AK플라자세종점C관,세종시 다솜1로 20-0,쇼핑,백화점,69
265,세종특별자치시,세종특별자치시,생활문화거점시설,세종시 으뜸길 165-0,문화관광,기타문화관광지,69
267,세종특별자치시,세종특별자치시,참샘무궁화정원,세종시,문화관광,도시공원,68
268,세종특별자치시,세종특별자치시,기쁨뜰근린공원,세종시 방축1길 0-0,문화관광,도시공원,66
268,세종특별자치시,세종특별자치시,오일하우스,세종시 마음안1로 137-0,체험관광,공예체험,66
270,세종특별자치시,세종특별자치시,전의장,세종시 읍내길 3-0,쇼핑,시장,65
270,세종특별자치시,세종특별자치시,정욱이네농원,세종시 송성길 92-0,체험관광,농/산/어촌체험,65
270,세종특별자치시,세종특별자치시,금덕정,세종시 성덕영곡길 33-0,레저스포츠,육상레저스포츠,65
273,세종특별자치시,세종특별자치시,박하림골프스튜디오세종점,세종시 나성북로 9-0,레저스포츠,육상레저스포츠,62
274,세종특별자치시,세종특별자치시,전의초수,세종시,자연관광,자연경관(산),61
275,세종특별자치시,세종특별자치시,번암농원,세종시 월성로 33-27,체험관광,농/산/어촌체험,60
275,세종특별자치시,세종특별자치시,용암사,세종시 용연로 347-56,역사관광,종교성지,60
277,세종특별자치시,세종특별자치시,나라꽃무궁화세종축제,세종시 다솜3로 66-0,문화관광,기타문화관광지,59
277,세종특별자치시,세종특별자치시,필주짓수,세종시 새롬중앙로 62-15,레저스포츠,기타레저스포츠,59
279,세종특별자치시,세종특별자치시,제천뜰근린공원,세종시,문화관광,도시공원,58
280,세종특별자치시,세종특별자치시,조천변인라인스케이트장,세종시,레저스포츠,육상레저스포츠,57
281,세종특별자치시,세종특별자치시,신흥사,세종시 신흥사길 25-0,역사관광,종교성지,56
282,세종특별자치시,세종특별자치시,관불사,세종시 학당이1길 120-0,역사관광,종교성지,55
283,세종특별자치시,세종특별자치시,우길농장,세종시 봉산로 288-0,체험관광,농/산/어촌체험,54
283,세종특별자치시,세종특별자치시,동림산산림욕장,세종시,자연관광,자연공원,54
283,세종특별자치시,세종특별자치시,연동부강공공하수처리시설풋살장,세종시 태산로 71-113,문화관광,레저스포츠시설,54
286,세종특별자치시,세종특별자치시,자비정사,세종시 죽엽이길 175-0,역사관광,종교성지,53
287,세종특별자치시,세종특별자치시,금락정,세종시,기타관광,기타관광,52
288,세종특별자치시,세종특별자치시,종성골소류지,세종시,자연관광,자연경관(하천/해양),50
288,세종특별자치시,세종특별자치시,하봉저수지,세종시,자연관광,자연경관(하천/해양),50
288,세종특별자치시,세종특별자치시,산우주말농장,세종시,체험관광,농/산/어촌체험,50
291,세종특별자치시,세종특별자치시,숭모각,세종시,역사관광,역사유적지,49
292,세종특별자치시,세종특별자치시,신안저수지,세종시,자연관광,자연경관(하천/해양),48
292,세종특별자치시,세종특별자치시,독락정역사공원,세종시,문화관광,도시공원,48
292,세종특별자치시,세종특별자치시,구룡사,세종시,역사관광,종교성지,48
292,세종특별자치시,세종특별자치시,신안사,세종시 봉신길 71-29,역사관광,종교성지,48
292,세종특별자치시,세종특별자치시,에이치라탄,세종시 한누리대로 306-0,체험관광,공예체험,48
297,세종특별자치시,세종특별자치시,부강장,세종시 부촌길 0-0,쇼핑,시장,47
297,세종특별자치시,세종특별자치시,함뱅이뜰근린공원,세종시,문화관광,도시공원,47
297,세종특별자치시,세종특별자치시,써밋주짓수조치원,세종시 세종로 2282-0,레저스포츠,기타레저스포츠,47
300,세종특별자치시,세종특별자치시,송담만리전시관,세종시 다솜로 216-0,문화관광,전시시설,46
301,세종특별자치시,세종특별자치시,꾀꼬리봉,세종시,자연관광,자연경관(산),45
301,세종특별자치시,세종특별자치시,청수농원,세종시 소죽골길 58-0,체험관광,농/산/어촌체험,45
301,세종특별자치시,세종특별자치시,우리끼리키즈카페무지개마을반곡점,세종시 국책연구원2로 18-0,문화관광,테마공원,45
304,세종특별자치시,세종특별자치시,푸른뜰근린공원,세종시,문화관광,도시공원,44
304,세종특별자치시,세종특별자치시,충렬사,세종시 하봉길 120-0,역사관광,종교성지,44
306,세종특별자치시,세종특별자치시,우리끼리키즈카페자동차마을세종시청점,세종시 호려울로 51-0,문화관광,테마공원,42
307,세종특별자치시,세종특별자치시,한수농원,세종시 상석곡길 79-23,체험관광,농/산/어촌체험,41
307,세종특별자치시,세종특별자치시,무지개농장,세종시 수문강길 332-0,체험관광,농/산/어촌체험,41
307,세종특별자치시,세종특별자치시,세종파크뮤직페스티벌,세종시 문예회관길 22-0,문화관광,기타문화관광지,41
307,세종특별자치시,세종특별자치시,우리끼리키즈카페우주마을고운2호점,세종시 마음로 74-0,문화관광,테마공원,41
307,세종특별자치시,세종특별자치시,월광사,세종시 비암로 134-0,역사관광,종교성지,41
312,세종특별자치시,세종특별자치시,구리골소류지,세종시,자연관광,자연경관(하천/해양),40
312,세종특별자치시,세종특별자치시,리얼사격세종도담캠프,세종시 보듬3로 8-37,레저스포츠,육상레저스포츠,40
312,세종특별자치시,세종특별자치시,석연사,세종시,역사관광,종교성지,40
315,세종특별자치시,세종특별자치시,삼성천음악분수,세종시,기타관광,기타관광,39
315,세종특별자치시,세종특별자치시,LH분양홍보관,세종시,문화관광,전시시설,39
317,세종특별자치시,세종특별자치시,광덕암,세종시 덕용골길 33-18,역사관광,종교성지,37
318,세종특별자치시,세종특별자치시,물빛찬수변공원,세종시,문화관광,도시공원,36
318,세종특별자치시,세종특별자치시,힘찬농장,세종시 학당이1길 70-0,체험관광,농/산/어촌체험,36
318,세종특별자치시,세종특별자치시,경원사,세종시 동막골길 234-29,역사관광,종교성지,36
321,세종특별자치시,세종특별자치시,부강생활체육공원마레트골프장,세종시 부강금호로 170-0,레저스포츠,육상레저스포츠,35
322,세종특별자치시,세종특별자치시,보현정사,세종시 새내6길 42-0,역사관광,종교성지,34
323,세종특별자치시,세종특별자치시,정동목장,세종시 효교동길 67-0,체험관광,농/산/어촌체험,33
