순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
214,서울특별시,강서구,서울식물원,서울 강서구 마곡동로 161-0,문화관광,테마공원,153365
215,경기도,평택시,이마트평택점,경기 평택시 영신로 29-0,쇼핑,대형마트,153233
216,경상북도,구미시,구미역,경북 구미시 구미중앙로 76-0,기타관광,교통시설,151611
217,서울특별시,마포구,서울월드컵경기장,서울 마포구 월드컵로 240-0,문화관광,레저스포츠시설,151599
218,경기도,용인시 수지구,이마트죽전점,경기 용인시 수지구 포은대로 552-0,쇼핑,대형마트,150752
219,대구광역시,동구,코스트코홀세일대구혁신도시점,대구 동구 첨단로 10-0,쇼핑,대형마트,149282
220,충청북도,청주시 흥덕구,현대백화점충청점,충북 청주시 흥덕구 직지대로 308-0,쇼핑,백화점,149119
221,서울특별시,서초구,신세계센트럴시티터미널호남선,서울 서초구 신반포로 176-0,기타관광,교통시설,148432
222,인천광역시,동구,트레이더스 홀세일 클럽송림점,인천 동구 봉수대로 82-0,쇼핑,대형마트,148217
223,경기도,수원시 권선구,수원농수산물도매시장,경기 수원시 권선구 세권로 243-0,쇼핑,시장,147796
224,인천광역시,서구,모다아울렛인천점,인천 서구 북항로32번안길 50-0,쇼핑,쇼핑몰,147215
225,충청남도,태안군,꽃지해수욕장,충남 태안군 꽃지해안로 400-0,자연관광,자연경관(하천/해양),147203
226,경기도,하남시,이마트하남점,경기 하남시 덕풍서로 70-0,쇼핑,대형마트,146660
227,전라남도,담양군,죽녹원,전남 담양군 죽녹원로 119-0,자연관광,자연공원,145661
228,인천광역시,연수구,이마트연수점,인천 연수구 경원대로 184-0,쇼핑,대형마트,145137
229,경기도,과천시,국립과천과학관,경기 과천시 상하벌로 110-0,문화관광,전시시설,144924
230,경기도,과천시,서울랜드,경기 과천시 광명로 181-0,문화관광,테마공원,144757
231,경기도,남양주시,퇴계원역,경기 남양주시 경춘북로 545-0,기타관광,교통시설,144457
232,경기도,양평군,양평역,경기 양평군 역전길 30-0,기타관광,교통시설,144307
233,경상남도,남해군,독일마을,경남 남해군 독일로 92-0,기타관광,기타관광,143912
234,충청남도,공주시,동학사,충남 공주시 동학사1로 462-0,역사관광,종교성지,143838
235,인천광역시,부평구,삼산농산물도매시장,인천 부평구 영성동로 46-0,쇼핑,시장,143828
236,전라남도,순천시,순천역,전남 순천시 팔마로 135-0,기타관광,교통시설,143719
237,경기도,광주시,이마트경기광주점,경기 광주시 광주대로 30-0,쇼핑,대형마트,142779
238,제주특별자치도,제주시,협재해수욕장,제주 제주시,자연관광,자연경관(하천/해양),142410
239,경기도,수원시 팔달구,화성행궁,경기 수원시 팔달구 정조로 825-0,역사관광,역사유적지,142385
240,경기도,용인시 처인구,레이크사이드CC,경기 용인시 처인구 능원로 181-0,레저스포츠,육상레저스포츠,142081
241,강원도,원주시,원주종합버스터미널,강원 원주시 서원대로 171-0,기타관광,교통시설,142072
242,경상북도,포항시 남구,호미곶해맞이광장,경북 포항시 남구 해맞이로150번길 20-0,기타관광,기타관광,142002
243,대구광역시,북구,EXCO서관,대구 북구 엑스코로 10-0,문화관광,전시시설,140298
244,경상북도,영덕군,강구항,경북 영덕군,자연관광,자연경관(하천/해양),140237
245,서울특별시,서초구,헌릉과인릉,서울 서초구 헌인릉길 34-0,역사관광,역사유적지,139633
246,경기도,파주시,평화누리,경기 파주시 임진각로 148-40,문화관광,도시공원,139197
247,경상북도,경주시,신경주역,경북 경주시 신경주역로 80-0,기타관광,교통시설,138795
248,경기도,파주시,홈플러스파주운정점,경기 파주시 청암로17번길 17-0,쇼핑,대형마트,138137
249,경상북도,포항시 북구,환호공원스페이스워크,경북 포항시 북구,레저스포츠,기타레저스포츠,137495
250,경기도,남양주시,덕소역,경기 남양주시 덕소로 56-0,기타관광,교통시설,137481
251,부산광역시,사하구,다대포해수욕장,부산 사하구 몰운대1길 14-0,자연관광,자연경관(하천/해양),137400
252,경상북도,경주시,보문관광단지,경북 경주시 보문로 424-33,문화관광,복합관광시설,136980
253,경기도,화성시,리베라CC,경기 화성시 중리길 183-0,레저스포츠,육상레저스포츠,136884
254,경기도,화성시,제부도,경기 화성시,자연관광,자연경관(하천/해양),136583
255,경기도,광명시,광명동굴,경기 광명시 가학로85번길 142-0,자연관광,자연생태,136459
256,경기도,용인시 기흥구,이마트동백점,경기 용인시 기흥구 동백죽전대로 444-0,쇼핑,대형마트,135516
257,강원도,춘천시,남이섬,강원 춘천시 남이섬길 1-0,자연관광,자연경관(하천/해양),134733
258,서울특별시,강서구,홈플러스강서점,서울 강서구 화곡로 398-0,쇼핑,대형마트,134723
259,경기도,파주시,금촌역,경기 파주시 새꽃로 193-0,기타관광,교통시설,134559
260,서울특별시,종로구,광장시장,서울 종로구 창경궁로 88-0,쇼핑,시장,134246
261,경기도,고양시 일산동구,벨라시타,경기 고양시 일산동구 강송로 33-0,쇼핑,쇼핑몰,133764
262,강원도,강릉시,안목해변,강원 강릉시 창해로14번길 20-1,자연관광,자연경관(하천/해양),133056
263,서울특별시,중구,신세계백화점본점신관,서울 중구 소공로 63-0,쇼핑,백화점,132739
264,경기도,안산시 단원구,이마트안산고잔점,경기 안산시 단원구 원포공원1로 46-0,쇼핑,대형마트,132690
265,경기도,광명시,이마트광명소하점,경기 광명시 소하로 97-0,쇼핑,대형마트,132573
266,경기도,의정부시,홈플러스의정부점,경기 의정부시 청사로 38-0,쇼핑,대형마트,132382
267,경기도,양주시,LF스퀘어양주점,경기 양주시 평화로 1593-0,쇼핑,쇼핑몰,131618
268,광주광역시,광산구,광주공항,광주 광산구 상무대로 420-25,기타관광,교통시설,131324
269,경기도,고양시 일산동구,뉴코아아울렛일산점,경기 고양시 일산동구 중앙로 1206-0,쇼핑,대형마트,131172
270,충청남도,천안시 서북구,갤러리아백화점센터시티점,충남 천안시 서북구 공원로 227-0,쇼핑,백화점,131081
271,전라남도,완도군,완도항여객선터미널,전남 완도군 장보고대로 339-0,기타관광,교통시설,130874
272,경기도,이천시,비에이비스타CC,경기 이천시 어농로 272-0,레저스포츠,육상레저스포츠,129605
273,충청북도,단양군,단양구경시장,충북 단양군 도전5길 31-0,쇼핑,시장,129483
274,경상북도,경주시,경주월드,경북 경주시 보문로 544-0,문화관광,테마공원,128050
275,서울특별시,은평구,이마트은평점,서울 은평구 은평로 111-0,쇼핑,대형마트,127398
276,경기도,용인시 기흥구,트레이더스 홀세일 클럽구성점,경기 용인시 기흥구 용구대로 2457-0,쇼핑,대형마트,126705
277,대구광역시,수성구,수성못,대구 수성구,자연관광,자연경관(하천/해양),126660
