순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
184,경상남도,창원시 마산합포구,원전선착장,경남 창원시 마산합포구 이순신로 0-0,기타관광,교통시설,14826
185,경상남도,창원시 마산회원구,창원시내서농산물도매시장,경남 창원시 마산회원구 유통단지로 33-0,쇼핑,시장,14734
186,경상남도,거제시,거제도,경남 거제시 거제대로 4686-0,자연관광,자연경관(하천/해양),14731
187,경상남도,거제시,저구항,경남 거제시 저구해안길 59-0,자연관광,자연경관(하천/해양),14730
188,경상남도,거제시,거제뷰CC,경남 거제시 두동로 259-80,레저스포츠,육상레저스포츠,14688
189,경상남도,하동군,스타웨이하동,경남 하동군 섬진강대로 3358-110,문화관광,랜드마크관광,14572
190,경상남도,창녕군,남지버스터미널,경남 창녕군 동포옛길 25-0,기타관광,교통시설,14417
191,경상남도,진주시,진주농산물도매시장,경남 진주시 남강로 1689-0,쇼핑,시장,14273
192,경상남도,창원시 진해구,진해중앙시장,경남 창원시 진해구 벚꽃로 72-0,쇼핑,시장,14182
193,경상남도,창원시 의창구,창원CC,경남 창원시 의창구 대봉로 137-0,레저스포츠,육상레저스포츠,14054
194,경상남도,남해군,사우스케이프오너스클럽,경남 남해군 흥선로 1545-0,레저스포츠,육상레저스포츠,13931
195,경상남도,통영시,동원로얄컨트리클럽,경남 통영시 담안길 240-0,레저스포츠,육상레저스포츠,13922
196,경상남도,거제시,장승포항,경남 거제시 장승로 112-1,자연관광,자연경관(하천/해양),13910
197,경상남도,양산시,오슬로파크양산,경남 양산시 범구로 14-0,쇼핑,쇼핑몰,13816
198,경상남도,하동군,하동송림공원,경남 하동군 섬진강대로 2107-3,문화관광,도시공원,13730
199,경상남도,사천시,삼천포대교공원,경남 사천시 사천대로 35-0,문화관광,도시공원,13670
200,경상남도,거제시,디큐브거제백화점,경남 거제시 장평로 12-0,쇼핑,백화점,13649
201,경상남도,김해시,김해낙동강레일파크,경남 김해시 마사로473번길 41-0,기타관광,기타관광,13514
202,경상남도,창원시 마산합포구,해양드라마세트장,경남 창원시 마산합포구,문화관광,복합관광시설,13331
203,경상남도,김해시,김수로왕릉,경남 김해시 왕릉길 26-0,역사관광,역사유적지,13205
204,경상남도,양산시,원동역,경남 양산시 원동마을길 13-0,기타관광,교통시설,13027
205,경상남도,창원시 성산구,용지호수공원,경남 창원시 성산구,문화관광,도시공원,12791
206,경상남도,의령군,일붕사,경남 의령군 청정로 1202-15,역사관광,종교성지,12727
207,경상남도,남해군,남해편백자연휴양림,경남 남해군 금암로 658-0,자연관광,자연공원,12519
208,경상남도,창녕군,산토끼노래동산,경남 창녕군 이방로 623-0,문화관광,도시공원,12461
209,경상남도,김해시,국립김해박물관,경남 김해시 가야의길 190-0,문화관광,전시시설,12386
210,경상남도,창원시 성산구,마산항제4부두,경남 창원시 성산구 적현로 0-0,자연관광,자연경관(하천/해양),12215
211,경상남도,창원시 성산구,늘푸른전당,경남 창원시 성산구 두대로 97-0,문화관광,공연시설,12105
212,경상남도,김해시,장유스파랜드,경남 김해시 대청로104번길 84-0,체험관광,웰니스관광,11955
213,경상남도,산청군,원지시외버스정류소,경남 산청군 원지로 16-0,기타관광,교통시설,11825
214,경상남도,산청군,지리산국립공원중산리탐방안내소,경남 산청군 지리산대로 345-0,기타관광,기타관광,11791
215,경상남도,함양군,스카이뷰CC,경남 함양군 소로길 207-0,레저스포츠,육상레저스포츠,11761
216,경상남도,함양군,함양대봉산휴양밸리대봉스카이랜드,경남 함양군 병곡지곡로 331-0,레저스포츠,기타레저스포츠,11584
217,경상남도,창원시 의창구,창원시팔용농산물도매시장,경남 창원시 의창구 차상로18번길 45-0,쇼핑,시장,11577
218,경상남도,거제시,거제맹종죽테마파크,경남 거제시 거제북로 700-0,문화관광,테마공원,11493
219,경상남도,창녕군,우포늪생태관,경남 창녕군 우포늪길 220-0,문화관광,전시시설,11479
220,경상남도,창원시 의창구,창원단감테마공원,경남 창원시 의창구 동읍로359번길 27-0,문화관광,도시공원,11478
221,경상남도,거제시,지세포항,경남 거제시 지세포해안로 0-0,자연관광,자연경관(하천/해양),11439
222,경상남도,거제시,장승포여객선터미널,경남 거제시 장승로 138-0,기타관광,교통시설,11400
223,경상남도,산청군,대원사,경남 산청군 대원사길 445-0,역사관광,종교성지,11358
224,경상남도,거제시,망치몽돌해수욕장,경남 거제시,자연관광,자연경관(하천/해양),11330
225,경상남도,김해시,CGV김해,경남 김해시 내외중앙로 137-0,문화관광,공연시설,11321
226,경상남도,창원시 성산구,메가박스창원,경남 창원시 성산구 용지로 58-0,문화관광,공연시설,11309
227,경상남도,통영시,달아공원,경남 통영시 산양일주로 1115-0,문화관광,도시공원,11307
228,경상남도,창원시 의창구,대산플라워랜드,경남 창원시 의창구,문화관광,도시공원,11247
229,경상남도,창원시 의창구,창원의집,경남 창원시 의창구 사림로16번길 59-0,역사관광,역사유적지,11220
230,경상남도,창녕군,우포늪,경남 창녕군,자연관광,자연경관(하천/해양),11212
231,경상남도,창원시 성산구,창원과학체험관,경남 창원시 성산구 충혼로72번길 16-0,문화관광,전시시설,11098
232,경상남도,창원시 마산회원구,중리역,경남 창원시 마산회원구 함마대로 2803-3,기타관광,교통시설,11093
